variant_id,source_kb_id,category,subcategory,original_question,variant_question,review_status,review_notes
v231,116,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا دٻاء جو سبب هلڪو يا ڳري دور ٿي سگهي ٿو؟,ذهني دٻاءُ ماهواري کي هلڪو يا ڳرو ڪري سگهي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v232,116,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا دٻاء جو سبب هلڪو يا ڳري دور ٿي سگهي ٿو؟,پريشاني سبب ماهواري جو وهڪرو بدلجي سگهي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v233,117,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),روزانو ڪيترا پياڊ يا ٽيمپون عام استعمال سمجهيا وڃن ٿا؟,روزانو عام طور ڪيترا پيڊ يا ٽيمپون استعمال ٿيندا آهن؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v234,117,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),روزانو ڪيترا پياڊ يا ٽيمپون عام استعمال سمجهيا وڃن ٿا؟,ماهواري دوران هڪ ڏينهن ۾ ڪيترا پيڊ استعمال ڪرڻ معمول جي ڳالھ آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v235,118,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا uterine fibroids ڳري خونريزي سبب سبب ممڪن آهي؟,uterus ۾ fibroids هجڻ سبب گھڻي رت وهي سگهي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v236,118,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا uterine fibroids ڳري خونريزي سبب سبب ممڪن آهي؟,uterine fibroid ماهواري جي خونريزي کي وڌائي سگهي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v237,119,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا رت کي ٿلائڻ واريون دوائون دور جي وهڪري کي متاثر ڪن ٿيون؟,رت پتلو ڪرڻ واريون دوائون ماهواري جي وهڪري تي اثر انداز ٿينديون آهن ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v238,119,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا رت کي ٿلائڻ واريون دوائون دور جي وهڪري کي متاثر ڪن ٿيون؟,خون پتلو ڪندڙ دوا کائڻ سان ماهواري ۾ گھڻو رت وهي سگهي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v239,120,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا هڪ IUD مدت جي وهڪري کي تبديل ڪرڻ جي ضرورت آهي؟,IUD لڳائڻ سان ماهواري جو وهڪرو بدلجي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v240,120,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا هڪ IUD مدت جي وهڪري کي تبديل ڪرڻ جي ضرورت آهي؟,IUD استعمال ڪرڻ سان ماهواري گھڻي يا گھٽ ٿي سگهي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v241,121,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ان جو مطلب ڇا آهي جيڪڏهن اوچتو ئي اوچتو معمول کان تمام گهڻو ڳري ٿي وڃي؟,اوچتو ماهواري معمول کان تمام گھڻي ڳري ٿي وڃي ته ان جو مطلب ڇا آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v242,121,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ان جو مطلب ڇا آهي جيڪڏهن اوچتو ئي اوچتو معمول کان تمام گهڻو ڳري ٿي وڃي؟,هڪدم ماهواري ۾ رت جو وهڪرو گھڻو وڌي وڃي ته ان جو ڪارڻ ڪهڙو ٿي سگهي ٿو؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v243,122,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا تايرايئر مسئلا دور جي وهڪري ۾ تبديلين جو سبب بڻجن ٿا؟,thyroid جو مسئلو ماهواري جي وهڪري کي بدلائي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v244,122,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا تايرايئر مسئلا دور جي وهڪري ۾ تبديلين جو سبب بڻجن ٿا؟,thyroid خراب هجڻ ڪري ماهواري گھڻي يا گھٽ ٿي سگهي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v245,123,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا اهو عام آهي ته وهڪري جو ڪجهه خاص عمرن تي ڳرو هجڻ، جهڙوڪ 30 يا 40 جي آخر ۾؟,30-40 سالن جي عمر ۾ ماهواري وڌيڪ ڳري ٿيڻ عام آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v246,123,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا اهو عام آهي ته وهڪري جو ڪجهه خاص عمرن تي ڳرو هجڻ، جهڙوڪ 30 يا 40 جي آخر ۾؟,عمر وڌڻ سان ماهواري ۾ رت جو وهڪرو وڌي وڃي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v247,124,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڳري حيض جي خونريزي لاءِ ڪهڙا علاج موجود آهن؟,ڳري ماهواري جي علاج لاءِ ڪهڙا طريقا موجود آهن؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v248,124,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڳري حيض جي خونريزي لاءِ ڪهڙا علاج موجود آهن؟,گھڻي رت واري ماهواري کي روڪڻ لاءِ ڪهڙا علاج ٿين ٿا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v249,125,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا انتهائي پرهيز يا روزو رکڻ سبب نوراني دورن جو سبب بڻجي سگهي ٿو؟,گھڻو پرهيز يا روزو رکڻ سبب ماهواري گھٽ ٿي سگهي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v250,125,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا انتهائي پرهيز يا روزو رکڻ سبب نوراني دورن جو سبب بڻجي سگهي ٿو؟,کاڌو گھٽ کائڻ ڪري ماهواري ۾ رت جو وهڪرو گھٽجي وڃي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v251,126,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا ڪنهن دور جي شروعات يا پڇاڙيءَ ۾ برائون خارج ٿيڻ عام آهي؟,ماهواري جي شروع يا پڇاڙيءَ ۾ ناسي رنگ جو خارج ٿيڻ عام آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v252,126,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا ڪنهن دور جي شروعات يا پڇاڙيءَ ۾ برائون خارج ٿيڻ عام آهي؟,ماهواري کان اڳ يا پوءِ گھرو رنگ جو رت اچڻ معمول جي ڳالھ آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v253,127,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),هڪ 'سيلاب' دور ڇا آهي؟,'سيلاب واري' ماهواري کي ڪيئن سڏجي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v254,127,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),هڪ 'سيلاب' دور ڇا آهي؟,تمام گھڻي رت واري ماهواري کي ڇا چئبو آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v255,128,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا uterus ۾ پولپس غير فاني خونريزي سبب ڪري ٿو؟,uterus ۾ polyps هجڻ ڪري غير معمولي رت وهي سگهي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v256,128,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا uterus ۾ پولپس غير فاني خونريزي سبب ڪري ٿو؟,پولپس هجڻ سبب ماهواري ۾ اضافي خونريزي ٿئي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v257,129,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا رت جو رنگ ظاهر ڪري ٿو ته عرصو ڪيترو ڳرو آهي؟,رت جي رنگ مان اندازو لڳائي سگهجي ٿو ته ماهواري ڪيتري ڳري آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v258,129,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا رت جو رنگ ظاهر ڪري ٿو ته عرصو ڪيترو ڳرو آهي؟,رت جو رنگ ماهواري جي شدت ٻڌائي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v259,130,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا گھڻي ورزش تمام ھلڪي يا ياد ٿيل دورن جو سبب بڻجي سگھي ٿي؟,گھڻي ورزش ڪرڻ سان ماهواري تمام هلڪي يا غائب ٿي سگهي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v260,130,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا گھڻي ورزش تمام ھلڪي يا ياد ٿيل دورن جو سبب بڻجي سگھي ٿي؟,بيحد ڪسرت ڪرڻ ڪري ماهواري رڪجي وڃي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v261,131,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا رت جا امتحان شايد ڊاڪٽر کي ڳري يا غير معمولي خونريزي لاء آرڊر ڪري سگھن ٿا؟,ڳري يا غير معمولي ماهواري ۾ ڊاڪٽر رت جو ٽيسٽ ڪرائي سگهي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v262,131,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا رت جا امتحان شايد ڊاڪٽر کي ڳري يا غير معمولي خونريزي لاء آرڊر ڪري سگھن ٿا؟,خونريزي وڌيڪ هجي ته ڊاڪٽر ڪهڙا امتحان ڪرائيندو آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v263,132,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا شديد ورزش کان پوءِ ڏسڻ عام آهي؟,سخت ورزش کان پوءِ ٿورو رت اچڻ عام آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v264,132,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا شديد ورزش کان پوءِ ڏسڻ عام آهي؟,گھڻي ڪسرت بعد اسپاٽنگ ٿيڻ معمول جي ڳالھ آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v265,133,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا غذا کي تبديل ڪرڻ يا وزن جي صحتمند مقدار کي حاصل ڪري سگھي ٿو ھڪڙو ھلڪو-معمولي دور کي مڪمل وهڪرو ڏانھن؟,کاڌو بدلائڻ يا صحتمند وزن رکڻ سان هلڪي ماهواري وري گھڻي ٿي سگهي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v266,133,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا غذا کي تبديل ڪرڻ يا وزن جي صحتمند مقدار کي حاصل ڪري سگھي ٿو ھڪڙو ھلڪو-معمولي دور کي مڪمل وهڪرو ڏانھن؟,کاڌي پيتي ۽ وزن جي سنڀال سان ماهواري جو وهڪرو بهتر ٿي سگهي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v267,134,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),غير فضيلت خونريزي ڇا آهي؟,'غير فطري خونريزي' جو مطلب ڪهڙو آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v268,134,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),غير فضيلت خونريزي ڇا آهي؟,abnormal bleeding کي ڇا چئبو آهي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v269,135,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا هارمونل برٿ ڪنٽرول کي روڪڻ کان پوءِ دور جي وهڪري ۾ تبديلي اچي سگهي ٿي؟,هارمونل برٿ ڪنٽرول بند ڪرڻ کان پوءِ ماهواري جي وهڪري ۾ تبديلي ايندي آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v270,135,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا هارمونل برٿ ڪنٽرول کي روڪڻ کان پوءِ دور جي وهڪري ۾ تبديلي اچي سگهي ٿي؟,ڄمڻ جي ڪنٽرول جون گوريون ڇڏڻ سان ماهواري بدلجي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v271,136,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا ڳري خونريزي هميشه مطلب آهي اتي هڪ سنگين بنيادي حالت آهي؟,ڳري خونريزي جو مطلب هميشه ڪا وڏي بيماري هوندي آهي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v272,136,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا ڳري خونريزي هميشه مطلب آهي اتي هڪ سنگين بنيادي حالت آهي؟,گھڻو رت وهڻ ضروري ناهي ته سنگين مرض جي نشاني هجي؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v273,137,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا مدت جي وهڪري کي موسمي تبديلين کان متاثر ٿي سگھي ٿو؟,موسم جي بدلجڻ سان ماهواري جو وهڪرو متاثر ٿئي ٿو ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
v274,137,حيض جي صحت ۽ مدت,وهڻ جون تبديليون (وڌيڪ/گهٽ/داغ),ڇا مدت جي وهڪري کي موسمي تبديلين کان متاثر ٿي سگھي ٿو؟,سياري يا اونهاري ۾ ماهواري گھٽ وڌ ٿئي ٿي ڇا؟,auto_ok,genuine reword - ماهواري vocabulary - needs native-speaker review
